customer_id,signup_date,age,province,segment,acquisition_channel
5857,2021-02-04,62,NB,Small Business,Organic
5858,2022-04-15,71,NB,Individual,Referral
5859,2022-06-12,32,SK,Small Business,Sales Team
5860,2021-01-23,37,SK,Small Business,Paid Ads
5861,2022-12-14,46,MB,Small Business,Referral
5862,2021-11-18,59,NS,Individual,Organic
5863,2021-08-08,46,SK,Individual,Organic
5864,2022-05-24,20,NB,Small Business,Referral
5865,2022-01-21,36,BC,Small Business,Organic
5866,2021-01-12,20,AB,Enterprise,Sales Team
5867,2021-06-11,71,BC,Enterprise,Sales Team
5868,2021-12-13,31,AB,Individual,Sales Team
5869,2022-11-24,57,QC,Individual,Sales Team
5870,2021-12-16,72,QC,Enterprise,Referral
5871,2022-06-30,21,ON,Small Business,Referral
5872,2020-02-12,69,AB,Individual,Referral
5873,2022-01-18,28,NS,Individual,Organic
5874,2020-06-29,48,NS,Small Business,Organic
5875,2021-02-04,60,MB,Individual,Referral
5876,2020-04-14,49,QC,Individual,Paid Ads
5877,2021-08-17,44,SK,Enterprise,Referral
5878,2022-09-11,47,QC,Small Business,Paid Ads
5879,2020-12-08,60,MB,Small Business,Organic
5880,2022-11-17,19,NB,Enterprise,Sales Team
5881,2022-12-25,66,NB,Individual,Referral
5882,2020-12-23,26,NS,Small Business,Referral
5883,2021-05-05,45,ON,Enterprise,Paid Ads
5884,2021-10-02,48,MB,Small Business,Sales Team
5885,2021-07-02,51,BC,Individual,Sales Team
5886,2022-03-13,73,NB,Individual,Referral
5887,2022-04-12,32,AB,Small Business,Organic
5888,2020-01-16,65,AB,Individual,Paid Ads
5889,2022-12-24,42,QC,Enterprise,Sales Team
5890,2021-02-13,53,NB,Enterprise,Organic
5891,2021-01-20,25,QC,Small Business,Paid Ads
5892,2021-03-22,26,AB,Enterprise,Referral
5893,2020-05-24,54,AB,Individual,Organic
5894,2021-09-11,65,BC,Individual,Paid Ads
5895,2022-11-12,62,NS,Enterprise,Organic
5896,2021-06-15,56,QC,Individual,Organic
5897,2020-04-28,49,ON,Small Business,Sales Team
5898,2022-05-11,69,NB,Enterprise,Sales Team
5899,2020-10-04,34,SK,Enterprise,Referral
5900,2022-01-10,52,SK,Enterprise,Paid Ads
5901,2021-05-02,54,AB,Individual,Sales Team
5902,2021-07-03,36,ON,Individual,Referral
5903,2020-12-05,61,ON,Small Business,Paid Ads
5904,2022-06-10,46,QC,Small Business,Organic
5905,2021-02-21,24,SK,Individual,Sales Team
5906,2020-10-10,45,BC,Small Business,Referral
5907,2022-11-27,26,QC,Enterprise,Organic
5908,2020-10-22,45,ON,Individual,Referral
5909,2022-02-14,23,SK,Enterprise,Organic
5910,2020-11-06,46,BC,Small Business,Referral
5911,2020-12-30,34,NB,Small Business,Referral
5912,2021-01-11,33,ON,Enterprise,Referral
5913,2021-02-16,40,ON,Enterprise,Sales Team
5914,2020-11-17,48,NB,Individual,Referral
5915,2020-12-22,20,NB,Individual,Organic
5916,2020-11-10,38,AB,Small Business,Organic
5917,2021-01-22,43,AB,Enterprise,Referral
5918,2022-08-18,53,BC,Individual,Referral
5919,2021-07-07,59,BC,Enterprise,Sales Team
5920,2020-08-30,54,NS,Small Business,Referral
5921,2020-06-14,70,ON,Individual,Organic
5922,2020-07-05,39,BC,Individual,Sales Team
5923,2020-05-01,59,NS,Individual,Referral
5924,2022-11-15,29,AB,Individual,Organic
5925,2022-10-27,59,ON,Small Business,Referral
5926,2022-02-04,30,SK,Enterprise,Sales Team
5927,2022-08-11,28,QC,Individual,Referral
5928,2020-01-11,71,ON,Small Business,Referral
5929,2022-04-21,33,NS,Small Business,Paid Ads
5930,2020-03-06,25,QC,Enterprise,Organic
5931,2022-01-19,57,AB,Small Business,Paid Ads
5932,2021-07-30,74,BC,Individual,Paid Ads
5933,2022-08-22,57,AB,Individual,Organic
5934,2021-05-04,62,MB,Individual,Sales Team
5935,2022-02-03,19,AB,Small Business,Organic
5936,2022-06-11,47,SK,Individual,Referral
5937,2021-03-02,47,MB,Small Business,Referral
5938,2022-02-01,29,ON,Enterprise,Referral
5939,2020-10-11,27,SK,Small Business,Sales Team
5940,2022-03-05,61,BC,Enterprise,Organic
5941,2021-03-11,28,QC,Enterprise,Paid Ads
5942,2021-09-10,32,AB,Enterprise,Sales Team
5943,2020-12-11,33,ON,Individual,Referral
5944,2022-06-14,34,NB,Individual,Referral
5945,2020-07-18,43,MB,Individual,Sales Team
5946,2020-03-25,19,SK,Enterprise,Paid Ads
5947,2022-03-27,67,SK,Small Business,Paid Ads
5948,2021-10-19,29,AB,Individual,Organic
5949,2022-01-13,68,MB,Individual,Referral
5950,2022-04-20,43,ON,Individual,Sales Team
5951,2020-02-20,40,ON,Small Business,Organic
5952,2022-02-19,35,SK,Enterprise,Referral
5953,2021-06-23,49,NB,Individual,Sales Team
5954,2021-09-03,66,MB,Individual,Referral
5955,2022-12-02,55,ON,Small Business,Organic
5956,2020-09-28,74,NS,Small Business,Organic
5957,2021-12-11,64,NS,Individual,Referral
5958,2020-07-05,20,AB,Small Business,Organic
5959,2022-12-20,55,SK,Small Business,Paid Ads
5960,2022-03-16,20,AB,Enterprise,Organic
5961,2021-12-15,47,QC,Enterprise,Paid Ads
5962,2021-05-05,18,ON,Individual,Organic
5963,2022-12-06,47,BC,Individual,Paid Ads
5964,2020-01-14,62,NS,Small Business,Sales Team
5965,2020-01-19,49,SK,Small Business,Paid Ads
5966,2022-11-13,45,BC,Small Business,Sales Team
5967,2020-11-23,38,SK,Small Business,Paid Ads
5968,2021-08-12,63,NS,Individual,Referral
5969,2022-06-21,30,MB,Small Business,Organic
5970,2020-06-05,44,AB,Small Business,Sales Team
5971,2021-05-20,53,NS,Individual,Organic
5972,2021-07-15,24,ON,Enterprise,Organic
5973,2022-08-09,39,BC,Enterprise,Organic
5974,2021-02-07,27,ON,Individual,Organic
5975,2020-10-17,56,NS,Enterprise,Referral
5976,2022-05-02,70,BC,Small Business,Sales Team
5977,2021-02-12,32,MB,Individual,Sales Team
5978,2021-01-03,32,AB,Small Business,Organic
5979,2021-02-22,21,ON,Enterprise,Organic
5980,2022-01-02,49,SK,Small Business,Organic
5981,2022-08-10,40,AB,Enterprise,Organic
5982,2021-06-16,72,BC,Small Business,Organic
5983,2021-07-22,23,NB,Individual,Referral
5984,2020-10-12,41,ON,Small Business,Sales Team
5985,2022-02-13,37,BC,Individual,Organic
5986,2021-10-20,54,NB,Enterprise,Referral
5987,2020-11-23,37,SK,Individual,Organic
5988,2021-10-13,29,MB,Small Business,Paid Ads
5989,2022-12-24,50,NB,Small Business,Referral
5990,2021-08-01,45,NS,Individual,Organic
5991,2021-07-21,25,QC,Individual,Organic
5992,2021-09-14,18,NS,Individual,Paid Ads
5993,2021-03-10,54,SK,Small Business,Sales Team
5994,2021-12-01,39,NS,Enterprise,Paid Ads
5995,2020-10-06,23,NB,Individual,Referral
5996,2022-06-06,38,BC,Enterprise,Organic
5997,2020-07-22,49,SK,Individual,Referral
5998,2022-06-13,52,NS,Individual,Sales Team
5999,2022-12-01,32,MB,Small Business,Sales Team
6000,2020-12-21,22,NS,Individual,Organic
6001,2020-06-04,73,SK,Enterprise,Organic
6002,2021-02-23,63,QC,Individual,Sales Team
6003,2021-01-01,67,ON,Individual,Organic
6004,2022-05-12,65,MB,Small Business,Sales Team
6005,2021-11-02,23,NS,Individual,Paid Ads
6006,2021-08-14,42,SK,Enterprise,Organic
6007,2020-10-31,73,BC,Individual,Organic
6008,2020-08-14,63,NB,Enterprise,Sales Team
6009,2020-08-20,73,NB,Individual,Paid Ads
6010,2022-01-04,57,ON,Individual,Paid Ads
6011,2020-01-16,46,QC,Enterprise,Organic
6012,2020-10-01,24,MB,Enterprise,Organic
6013,2021-10-16,57,SK,Individual,Organic
6014,2022-02-15,30,SK,Individual,Organic
6015,2020-07-27,55,MB,Enterprise,Organic
6016,2022-09-06,35,MB,Enterprise,Sales Team
6017,2022-03-14,19,NS,Enterprise,Sales Team
6018,2022-04-09,25,QC,Enterprise,Organic
6019,2021-05-05,28,QC,Small Business,Sales Team
6020,2022-01-25,50,BC,Small Business,Sales Team
6021,2021-04-11,71,MB,Individual,Sales Team
6022,2021-01-24,55,NS,Individual,Referral
6023,2022-05-23,65,QC,Small Business,Paid Ads
6024,2022-06-01,44,ON,Small Business,Sales Team
6025,2020-03-15,37,MB,Individual,Referral
6026,2021-09-10,29,AB,Small Business,Sales Team
6027,2020-06-02,60,AB,Individual,Paid Ads
6028,2022-12-08,48,BC,Enterprise,Sales Team
6029,2020-09-10,44,ON,Individual,Paid Ads
6030,2020-04-03,49,AB,Small Business,Referral
6031,2020-11-30,27,ON,Individual,Sales Team
6032,2021-01-30,20,ON,Enterprise,Sales Team
6033,2022-01-10,62,AB,Individual,Organic
6034,2022-09-05,44,NS,Individual,Referral
6035,2020-05-29,52,ON,Enterprise,Paid Ads
6036,2021-11-29,48,BC,Enterprise,Organic
6037,2021-06-03,32,QC,Small Business,Sales Team
6038,2021-02-07,33,AB,Individual,Organic
6039,2021-07-14,30,NB,Individual,Paid Ads
6040,2021-07-13,66,ON,Individual,Sales Team
6041,2022-05-20,52,MB,Small Business,Referral
6042,2022-05-16,69,AB,Individual,Sales Team
6043,2021-02-04,28,SK,Enterprise,Referral
6044,2021-06-18,38,NB,Enterprise,Paid Ads
6045,2020-01-31,68,NB,Individual,Referral
6046,2021-10-01,71,ON,Individual,Paid Ads
6047,2020-07-07,28,ON,Small Business,Sales Team
6048,2021-06-29,47,SK,Small Business,Organic
6049,2022-11-21,65,AB,Individual,Sales Team
6050,2022-07-29,70,BC,Small Business,Sales Team
6051,2020-11-05,52,BC,Enterprise,Organic
6052,2022-06-15,39,AB,Enterprise,Sales Team
6053,2022-06-13,55,MB,Individual,Sales Team
6054,2022-10-06,48,AB,Small Business,Sales Team
6055,2022-10-05,31,NB,Enterprise,Organic
6056,2022-04-16,41,MB,Individual,Paid Ads
6057,2020-09-28,67,QC,Enterprise,Organic
6058,2021-03-18,66,MB,Individual,Sales Team
6059,2021-07-05,49,BC,Small Business,Sales Team
6060,2021-05-20,53,ON,Small Business,Referral
6061,2022-11-11,49,AB,Small Business,Paid Ads
6062,2022-03-03,72,QC,Small Business,Sales Team
6063,2022-01-27,32,SK,Individual,Sales Team
6064,2021-11-25,60,NS,Individual,Paid Ads
6065,2020-05-01,52,ON,Enterprise,Sales Team
6066,2021-08-14,20,MB,Enterprise,Sales Team
6067,2022-08-11,33,NS,Enterprise,Referral
6068,2021-03-21,22,MB,Enterprise,Sales Team
6069,2021-12-21,38,ON,Small Business,Sales Team
6070,2022-09-08,27,MB,Individual,Organic
6071,2020-08-13,36,NB,Individual,Referral
6072,2020-09-17,42,SK,Individual,Sales Team
6073,2022-09-22,21,AB,Individual,Paid Ads
6074,2021-06-08,46,QC,Enterprise,Sales Team
6075,2021-10-17,36,MB,Enterprise,Referral
6076,2022-09-07,60,ON,Enterprise,Referral
6077,2022-08-09,19,MB,Enterprise,Sales Team
6078,2022-06-07,27,QC,Enterprise,Organic
6079,2021-09-20,60,NS,Individual,Paid Ads
6080,2020-04-20,42,NS,Small Business,Referral
6081,2020-05-02,37,NB,Enterprise,Organic
6082,2020-09-08,65,NS,Individual,Organic
6083,2021-06-17,36,BC,Small Business,Organic
6084,2020-12-20,40,QC,Individual,Referral
6085,2021-05-01,41,SK,Enterprise,Referral
6086,2021-05-07,28,QC,Enterprise,Sales Team
6087,2022-10-11,63,BC,Individual,Referral
6088,2021-03-28,51,NB,Enterprise,Sales Team
6089,2021-02-19,72,ON,Small Business,Referral
6090,2022-07-29,45,QC,Individual,Paid Ads
6091,2022-09-28,22,SK,Enterprise,Organic
6092,2021-09-06,22,NS,Small Business,Organic
6093,2021-02-25,68,AB,Small Business,Paid Ads
6094,2021-11-22,38,MB,Small Business,Referral
6095,2021-07-18,29,MB,Individual,Organic
6096,2022-06-30,67,NS,Small Business,Organic
6097,2022-03-20,21,QC,Enterprise,Paid Ads
6098,2021-11-30,71,MB,Individual,Sales Team
6099,2021-10-05,66,NS,Individual,Sales Team
6100,2020-09-16,59,NB,Enterprise,Organic
6101,2020-10-12,37,AB,Enterprise,Paid Ads
6102,2020-02-05,55,ON,Enterprise,Organic
6103,2020-07-13,42,NS,Small Business,Referral
6104,2020-12-30,31,BC,Small Business,Organic
6105,2022-10-25,28,NB,Small Business,Sales Team
6106,2021-01-25,49,BC,Individual,Paid Ads
6107,2022-12-24,28,AB,Small Business,Sales Team
6108,2020-05-04,35,MB,Enterprise,Sales Team
6109,2020-11-23,44,QC,Enterprise,Sales Team
6110,2020-09-16,72,NB,Small Business,Sales Team
6111,2021-09-08,71,MB,Enterprise,Organic
6112,2020-06-09,35,SK,Small Business,Paid Ads
6113,2020-05-28,73,SK,Enterprise,Organic
6114,2020-04-09,40,BC,Individual,Referral
6115,2022-01-05,28,AB,Individual,Sales Team
6116,2022-05-01,38,SK,Individual,Sales Team
6117,2020-03-24,61,ON,Small Business,Organic
6118,2020-02-10,22,BC,Small Business,Organic
6119,2021-09-08,40,NS,Enterprise,Organic
6120,2022-03-24,58,QC,Enterprise,Sales Team
6121,2020-05-09,42,QC,Small Business,Paid Ads
6122,2020-06-10,58,QC,Small Business,Referral
6123,2021-02-11,71,BC,Enterprise,Paid Ads
6124,2022-08-18,27,SK,Small Business,Organic
6125,2020-08-29,39,NS,Small Business,Organic
6126,2020-05-10,36,ON,Individual,Paid Ads
6127,2022-10-14,18,AB,Small Business,Paid Ads
6128,2021-08-28,24,AB,Individual,Paid Ads
6129,2021-04-25,21,NS,Small Business,Paid Ads
6130,2020-12-22,18,NS,Small Business,Sales Team
6131,2021-01-19,32,NS,Individual,Paid Ads
6132,2021-03-17,57,NS,Small Business,Referral
6133,2021-11-19,29,ON,Small Business,Paid Ads
6134,2022-08-31,39,NS,Small Business,Sales Team
6135,2020-07-15,39,NB,Small Business,Organic
6136,2020-07-22,67,NB,Small Business,Paid Ads
6137,2022-03-29,64,QC,Individual,Organic
6138,2020-09-22,34,NS,Individual,Referral
6139,2020-02-14,46,SK,Small Business,Sales Team
6140,2020-02-24,63,NS,Individual,Referral
6141,2022-10-27,31,NS,Small Business,Paid Ads
6142,2021-07-08,67,ON,Individual,Sales Team
6143,2021-05-20,37,SK,Enterprise,Paid Ads
6144,2022-01-09,67,QC,Individual,Organic
6145,2021-12-26,65,NS,Individual,Referral
6146,2022-04-19,50,BC,Individual,Referral
6147,2021-02-27,72,MB,Individual,Sales Team
6148,2022-05-02,60,NS,Small Business,Sales Team
6149,2021-11-22,32,MB,Small Business,Referral
6150,2020-07-28,29,SK,Enterprise,Organic
6151,2022-12-19,57,NS,Individual,Organic
6152,2022-04-17,71,BC,Individual,Paid Ads
6153,2020-10-02,37,BC,Individual,Paid Ads
6154,2022-07-06,47,MB,Enterprise,Sales Team
6155,2022-07-17,55,ON,Individual,Organic
6156,2021-12-10,20,BC,Small Business,Sales Team
6157,2022-09-07,45,NB,Enterprise,Sales Team
6158,2022-09-14,73,AB,Individual,Organic
6159,2022-05-26,43,AB,Enterprise,Paid Ads
6160,2021-11-06,47,NB,Individual,Paid Ads
6161,2022-03-24,30,NB,Individual,Sales Team
6162,2022-09-20,30,MB,Individual,Sales Team
6163,2022-09-20,19,BC,Individual,Organic
6164,2022-04-09,54,AB,Individual,Referral
6165,2021-04-26,66,MB,Individual,Sales Team
6166,2021-06-23,55,SK,Individual,Sales Team
6167,2022-01-18,19,SK,Enterprise,Sales Team
6168,2022-04-18,53,ON,Small Business,Paid Ads
6169,2020-12-18,71,AB,Small Business,Paid Ads
6170,2020-05-19,43,AB,Small Business,Referral
6171,2021-11-17,28,BC,Enterprise,Referral
6172,2021-04-23,25,SK,Small Business,Paid Ads
6173,2021-07-22,61,MB,Individual,Organic
6174,2021-10-02,57,NS,Small Business,Paid Ads
6175,2021-02-07,60,SK,Small Business,Sales Team
6176,2020-08-29,39,SK,Enterprise,Referral
6177,2021-04-16,37,QC,Individual,Organic
6178,2020-01-17,25,AB,Individual,Referral
6179,2020-01-01,46,NB,Small Business,Sales Team
6180,2022-03-23,57,BC,Small Business,Sales Team
6181,2020-07-30,43,NS,Individual,Referral
6182,2021-06-18,47,MB,Enterprise,Referral
6183,2021-03-21,34,NB,Individual,Organic
6184,2021-12-29,37,QC,Enterprise,Sales Team
6185,2022-04-11,69,AB,Individual,Sales Team
6186,2020-01-13,72,SK,Enterprise,Organic
6187,2022-12-04,33,ON,Individual,Sales Team
6188,2022-02-03,63,QC,Individual,Paid Ads
6189,2022-01-11,60,SK,Enterprise,Referral
6190,2021-04-10,24,ON,Small Business,Referral
6191,2020-01-15,33,SK,Enterprise,Referral
6192,2021-10-30,62,MB,Enterprise,Referral
6193,2021-03-31,64,SK,Individual,Paid Ads
6194,2022-07-16,73,ON,Individual,Organic
6195,2020-12-25,65,BC,Enterprise,Sales Team
6196,2020-01-12,44,NB,Small Business,Paid Ads
6197,2022-05-01,70,BC,Small Business,Paid Ads
6198,2021-08-03,40,AB,Small Business,Paid Ads
6199,2020-10-19,41,MB,Enterprise,Paid Ads
6200,2021-10-01,26,MB,Small Business,Sales Team
6201,2022-05-20,52,ON,Enterprise,Referral
6202,2021-11-10,68,SK,Enterprise,Organic
6203,2021-09-05,37,NB,Enterprise,Referral
6204,2021-01-23,54,NB,Enterprise,Organic
6205,2020-09-10,59,ON,Enterprise,Paid Ads
6206,2022-09-30,34,QC,Enterprise,Organic
6207,2021-08-28,64,AB,Enterprise,Sales Team
6208,2021-08-10,48,MB,Enterprise,Sales Team
6209,2020-12-08,72,NS,Enterprise,Referral
6210,2021-02-12,74,ON,Small Business,Paid Ads
6211,2020-05-03,25,NB,Enterprise,Referral
6212,2021-10-17,32,NB,Individual,Paid Ads
6213,2022-08-29,48,NB,Enterprise,Referral
6214,2021-01-07,70,MB,Small Business,Referral
6215,2022-03-13,47,ON,Individual,Sales Team
6216,2022-08-10,63,MB,Individual,Paid Ads
6217,2022-12-13,37,AB,Individual,Referral
6218,2022-11-29,56,NB,Individual,Referral
6219,2021-02-26,70,QC,Enterprise,Organic
6220,2021-03-18,72,AB,Individual,Sales Team
6221,2022-10-04,29,ON,Small Business,Referral
6222,2022-04-06,66,QC,Individual,Organic
6223,2021-02-21,34,QC,Individual,Referral
6224,2021-10-03,59,BC,Individual,Organic
6225,2020-10-19,47,ON,Individual,Referral
6226,2020-04-16,46,AB,Individual,Organic
6227,2020-10-10,36,BC,Enterprise,Sales Team
6228,2020-07-31,63,NB,Small Business,Sales Team
6229,2021-03-25,28,BC,Individual,Organic
6230,2020-06-20,51,NB,Enterprise,Sales Team
6231,2022-09-16,67,BC,Individual,Organic
6232,2021-12-08,24,MB,Individual,Paid Ads
6233,2022-08-17,61,NS,Individual,Paid Ads
6234,2021-12-04,51,ON,Enterprise,Referral
6235,2021-02-26,37,MB,Small Business,Referral
6236,2022-12-24,67,BC,Enterprise,Organic
6237,2022-08-25,55,NB,Small Business,Sales Team
6238,2022-02-03,41,AB,Individual,Paid Ads
6239,2020-10-18,27,MB,Small Business,Paid Ads
6240,2021-05-13,49,BC,Individual,Organic
6241,2020-01-31,69,QC,Enterprise,Organic
6242,2020-08-24,32,NB,Small Business,Referral
6243,2020-03-18,54,ON,Small Business,Paid Ads
6244,2022-04-11,37,SK,Enterprise,Sales Team
6245,2020-02-04,20,NB,Individual,Paid Ads
6246,2020-10-15,54,ON,Enterprise,Organic
6247,2020-06-07,74,NS,Small Business,Sales Team
6248,2021-03-14,57,NS,Small Business,Organic
6249,2021-02-22,25,BC,Individual,Sales Team
6250,2020-07-13,57,SK,Small Business,Organic
6251,2021-11-12,61,BC,Enterprise,Referral
6252,2020-01-13,73,MB,Individual,Sales Team
6253,2020-12-27,40,SK,Individual,Sales Team
6254,2020-05-20,57,MB,Enterprise,Sales Team
6255,2020-08-22,28,ON,Enterprise,Organic
6256,2020-01-23,63,SK,Enterprise,Referral
6257,2022-02-05,25,NS,Small Business,Referral
6258,2020-12-03,46,MB,Enterprise,Referral
6259,2021-06-15,47,NS,Enterprise,Sales Team
6260,2021-10-14,73,AB,Small Business,Sales Team
6261,2021-04-29,27,ON,Enterprise,Referral
6262,2022-02-13,56,NS,Enterprise,Organic
6263,2021-07-30,45,NB,Enterprise,Sales Team
6264,2021-12-21,66,BC,Small Business,Organic
6265,2022-12-18,53,SK,Enterprise,Sales Team
6266,2020-02-19,30,AB,Small Business,Sales Team
6267,2021-05-28,49,BC,Enterprise,Sales Team
6268,2020-05-04,53,NS,Individual,Referral
6269,2020-08-14,54,AB,Individual,Organic
6270,2020-03-28,43,AB,Small Business,Paid Ads
6271,2021-02-17,39,NB,Enterprise,Referral
6272,2021-09-01,21,NS,Individual,Paid Ads
6273,2020-04-20,48,BC,Enterprise,Organic
6274,2022-04-23,35,SK,Individual,Organic
6275,2021-12-31,55,NB,Small Business,Paid Ads
6276,2020-10-09,41,SK,Individual,Sales Team
6277,2020-10-25,73,NB,Small Business,Paid Ads
6278,2021-01-23,40,BC,Enterprise,Referral
6279,2021-08-15,39,NB,Small Business,Sales Team
6280,2020-01-20,19,AB,Individual,Organic
6281,2020-07-08,48,AB,Small Business,Organic
6282,2021-01-21,72,NS,Individual,Sales Team
6283,2021-08-20,28,MB,Individual,Referral
6284,2021-11-19,45,AB,Enterprise,Sales Team
6285,2021-01-18,63,SK,Enterprise,Organic
6286,2020-02-22,49,NB,Individual,Paid Ads
6287,2020-11-05,22,SK,Small Business,Referral
6288,2021-12-16,55,BC,Enterprise,Paid Ads
6289,2020-05-25,27,MB,Small Business,Sales Team
6290,2022-03-20,57,ON,Small Business,Sales Team
6291,2022-10-31,63,AB,Individual,Referral
6292,2020-11-19,41,AB,Small Business,Sales Team
6293,2022-01-04,52,ON,Enterprise,Organic
6294,2021-08-27,61,ON,Individual,Sales Team
6295,2022-11-24,65,QC,Enterprise,Paid Ads
6296,2021-04-29,40,NS,Small Business,Organic
6297,2021-05-16,34,NB,Individual,Referral
6298,2020-09-03,18,AB,Small Business,Sales Team
6299,2022-09-04,72,AB,Enterprise,Referral
6300,2020-03-06,48,SK,Enterprise,Paid Ads
6301,2022-05-03,48,ON,Individual,Organic
6302,2022-03-20,59,NB,Enterprise,Referral
6303,2020-07-08,74,AB,Enterprise,Paid Ads
6304,2021-01-28,72,NB,Individual,Organic
6305,2022-01-17,59,AB,Small Business,Organic
6306,2022-09-18,70,NS,Enterprise,Paid Ads
6307,2021-04-09,73,ON,Small Business,Organic
6308,2020-11-04,51,ON,Small Business,Organic
6309,2021-07-13,26,BC,Individual,Paid Ads
6310,2020-03-21,39,ON,Enterprise,Referral
6311,2022-11-01,30,NB,Individual,Organic
6312,2020-12-04,42,SK,Individual,Sales Team
6313,2020-06-24,65,BC,Enterprise,Organic
6314,2021-01-01,35,SK,Individual,Sales Team
6315,2022-09-10,68,ON,Enterprise,Referral
6316,2021-11-05,29,QC,Individual,Organic
6317,2021-05-19,57,NB,Individual,Sales Team
6318,2020-01-24,34,SK,Enterprise,Organic
6319,2020-09-16,32,ON,Small Business,Paid Ads
6320,2021-03-04,59,BC,Enterprise,Paid Ads
6321,2022-06-27,32,SK,Enterprise,Paid Ads
6322,2020-07-04,32,QC,Enterprise,Referral
6323,2021-09-06,72,NB,Small Business,Referral
6324,2021-01-12,56,NS,Small Business,Referral
6325,2020-01-14,30,MB,Small Business,Sales Team
6326,2020-03-06,34,BC,Small Business,Organic
6327,2022-06-21,49,AB,Small Business,Referral
6328,2022-12-09,26,MB,Enterprise,Organic
6329,2022-01-08,57,QC,Enterprise,Organic
6330,2022-12-05,37,ON,Small Business,Paid Ads
6331,2022-07-15,43,ON,Individual,Paid Ads
6332,2020-08-28,44,NS,Individual,Referral
6333,2021-07-30,38,BC,Small Business,Paid Ads
6334,2020-05-19,35,QC,Enterprise,Paid Ads
6335,2021-01-21,30,NB,Small Business,Referral
6336,2020-09-01,33,SK,Individual,Sales Team
6337,2022-02-15,26,ON,Small Business,Paid Ads
6338,2020-05-21,29,NS,Individual,Sales Team
6339,2022-12-01,61,NB,Individual,Referral
6340,2022-08-19,55,MB,Small Business,Referral
6341,2021-06-09,36,MB,Individual,Paid Ads
6342,2022-08-29,24,QC,Small Business,Paid Ads
6343,2020-04-03,74,NS,Individual,Organic
6344,2020-04-02,52,SK,Small Business,Organic
6345,2021-07-06,65,NB,Small Business,Paid Ads
6346,2022-09-28,35,ON,Small Business,Paid Ads
6347,2020-08-27,33,NB,Enterprise,Paid Ads
6348,2022-12-25,72,SK,Individual,Paid Ads
6349,2022-04-13,56,NS,Individual,Referral
6350,2020-06-15,21,AB,Enterprise,Organic
6351,2020-07-14,42,ON,Enterprise,Paid Ads
6352,2022-01-27,49,SK,Individual,Organic
6353,2020-12-27,57,NB,Enterprise,Paid Ads
6354,2021-05-07,30,ON,Enterprise,Organic
6355,2022-05-17,62,QC,Individual,Organic
6356,2022-09-28,34,BC,Small Business,Sales Team
6357,2021-06-23,66,BC,Enterprise,Organic
6358,2021-11-12,54,AB,Small Business,Paid Ads
6359,2020-10-26,23,NB,Enterprise,Sales Team
6360,2020-02-03,36,ON,Enterprise,Referral
6361,2022-12-06,30,AB,Enterprise,Organic
6362,2021-08-09,74,NS,Enterprise,Paid Ads
6363,2021-07-10,43,QC,Small Business,Paid Ads
6364,2020-07-28,31,BC,Enterprise,Referral
6365,2021-01-24,48,ON,Individual,Referral
6366,2020-03-02,71,AB,Small Business,Paid Ads
6367,2022-01-23,21,SK,Individual,Organic
6368,2021-11-10,56,AB,Small Business,Organic
6369,2022-05-18,25,BC,Small Business,Organic
6370,2021-04-02,42,SK,Individual,Referral
6371,2022-04-23,30,SK,Enterprise,Paid Ads
6372,2022-12-18,49,NB,Enterprise,Paid Ads
6373,2022-01-31,55,ON,Small Business,Paid Ads
6374,2020-10-21,55,ON,Small Business,Organic
6375,2022-05-30,73,NB,Enterprise,Referral
6376,2020-10-16,45,AB,Small Business,Organic
6377,2022-04-24,70,SK,Enterprise,Paid Ads
6378,2021-06-24,47,ON,Individual,Organic
6379,2021-05-17,20,ON,Individual,Sales Team
6380,2021-12-28,45,MB,Enterprise,Referral
6381,2021-03-03,20,MB,Enterprise,Organic
6382,2022-07-19,62,QC,Enterprise,Organic
6383,2022-05-11,71,ON,Small Business,Paid Ads
6384,2020-09-06,51,AB,Individual,Referral
6385,2020-04-16,33,NS,Individual,Paid Ads
6386,2022-04-05,39,BC,Individual,Paid Ads
6387,2020-08-28,49,BC,Individual,Paid Ads
6388,2021-11-29,55,AB,Enterprise,Paid Ads
6389,2021-04-04,25,SK,Individual,Paid Ads
6390,2021-02-13,72,SK,Individual,Organic
6391,2022-04-21,25,SK,Small Business,Organic
6392,2021-07-24,74,ON,Individual,Sales Team
6393,2021-12-06,23,NB,Enterprise,Organic
6394,2020-01-02,31,ON,Small Business,Sales Team
6395,2022-09-18,49,ON,Individual,Sales Team
6396,2022-02-24,52,NB,Small Business,Paid Ads
6397,2021-08-11,27,ON,Enterprise,Referral
6398,2020-10-15,20,NB,Enterprise,Paid Ads
6399,2020-01-30,29,AB,Enterprise,Referral
6400,2022-08-20,66,QC,Enterprise,Paid Ads
6401,2021-07-19,48,MB,Enterprise,Paid Ads
6402,2022-08-21,46,QC,Individual,Organic
6403,2021-01-05,22,NS,Small Business,Sales Team
6404,2021-05-13,69,NS,Individual,Paid Ads
6405,2020-04-08,42,SK,Individual,Referral
6406,2022-10-19,58,AB,Enterprise,Paid Ads
6407,2022-04-17,48,ON,Individual,Sales Team
6408,2021-08-24,38,QC,Small Business,Paid Ads
6409,2020-10-21,37,MB,Individual,Sales Team
6410,2022-03-25,56,AB,Small Business,Organic
6411,2022-11-27,39,NB,Enterprise,Paid Ads
